"Taxa","ala","arg","asp","gln","glu","Gly","his","ile","leu","lys","met","phe","pro","ser","thr","trp","try","val","Total","ShikFam","AspFam","AspFam_Asp","SerFam","GluFam","GluFam_glu","BCAA","PyrFam","ile_BCAA","leu_BCAA","val_BCAA","gln_GluFamCorr","glu_GluFamCorr","his_GluFam","ile_GluFamCorr","leu_GluFamCorr","pro_GluFamCorr","val_GluFamCorr","ala_t","arg_t","asp_t","gln_t","glu_t","Gly_t","his_t","ile_t","leu_t","lys_t","met_t","phe_t","pro_t","ser_t","trp_t","try_t","val_t"
"A5056",1.715292449,1.149175514,1.154472352,2.955703946,1.073647145,0.633930532,4.715045398,1.5633933,1.884742155,3.195997748,0.76717529,1.068053469,-1.677374755,-0.509858082,0.763741082,0.895729954,0.689852998,1.41528813,0.284469471,0.973502485,1.213822439,1.213822439,0.050611199,0.608912462,0.952715415,1.277480444,1.080649378,0.256884195,0.548585238,0.592937242,9.568471034,0.62985657,115.7536708,0.3801526,1.207015461,0.370497653,0.657628379,0.260992623,1.320476264,11.81025882,0.795454994,39.95395696,2.501486256,1.259752313,0.974304517,1.005177998,0.745597319,0.922770986,1.346868992,1.087968852,1.738425284,1.654040314,1.115489239,1.151772388
"A5116",1.430276744,1.111377107,1.167973986,2.995830877,1.086046898,0.674135813,4.442657935,1.430867726,1.70548815,3.093016122,0.770189996,1.045926892,-1.600753994,-0.397910971,0.763968009,0.879355063,0.724302406,1.332876278,0.266360039,0.970557709,1.226360953,1.226360953,0.162018856,0.571757634,0.902201268,1.141530457,0.930573068,0.286923285,0.561800286,0.549210545,9.14319885,0.639785924,96.42465666,0.398781507,1.200238518,0.353990669,0.652799336,0.225844617,1.338503939,10.78895897,0.737724297,43.76097445,2.472296511,1.012254775,1.032336929,0.956921013,0.767580904,0.901837571,1.520614796,1.075184945,1.720167793,1.610942519,1.153805367,1.15969376
"A5122",1.458144121,1.150746822,1.144477815,2.754311994,1.079636481,0.588333814,4.640560536,1.42150292,1.69673757,3.048927124,0.770477307,1.058850956,-1.501044114,-0.336138636,0.773857953,0.904770244,0.709607656,1.344934394,0.2730482,0.968366362,1.226896605,1.226896605,0.077392122,0.59302655,0.954036263,1.143201745,0.944255821,0.293790437,0.565409801,0.537645483,9.316616529,0.652610703,95.0591955,0.420779609,1.190484329,0.382407832,0.66562522,0.220091239,1.303303354,10.23434122,0.764237737,41.09099799,2.191322151,1.052557097,1.055828301,0.938465951,0.747356963,0.912875145,1.387310339,1.110661807,1.797247849,1.655313969,1.134817927,1.166898504
"A5158",1.37714579,1.134081206,1.206906477,2.308582405,1.082045581,0.602247869,4.559216058,1.400078966,1.716435653,2.889261524,0.775558835,1.056554612,-1.47927714,-0.350035197,0.781003946,0.899669098,0.709519938,1.325420162,0.260446555,0.969990208,1.263072479,1.263072479,0.094083879,0.582110926,0.88071739,1.127090668,0.911805266,0.303338449,0.553041536,0.545348176,8.134592448,0.634236441,98.61867645,0.418731439,1.197312235,0.377622622,0.662894658,0.220165138,1.300557753,12.61939053,0.655052806,39.05706723,2.185020601,1.124231291,1.044309176,0.973842681,0.751743136,0.905329247,1.357127385,1.096925644,1.728619894,1.639645129,1.098676637,1.155100579
"A5160",1.430445194,1.106838765,1.170616335,2.509198666,1.074782314,0.626062762,3.890985512,1.415420563,1.715309107,2.801455249,0.770207963,1.046005431,-1.739747896,-0.210961445,0.768816154,0.883676043,0.725586689,1.345176389,0.273316818,0.969298917,1.231137703,1.231137703,0.2062389,0.598802275,0.863223706,1.14303816,0.928558415,0.301384357,0.560222155,0.537098601,8.455160206,0.594673245,72.10715549,0.427238444,1.190445508,0.356727602,0.668816282,0.218972866,1.353610055,11.67357536,0.689234432,37.51815617,2.360226926,0.850025349,1.060912559,0.946596505,0.701468018,0.913540694,1.569678155,1.059907412,1.885857248,1.630256821,1.179483924,1.166447453
"A5202",1.452981039,1.12312813,1.125577082,2.984138422,1.076229835,0.628647412,4.96428545,1.497259369,1.772220788,3.183351104,0.777794498,1.05199033,-1.707944646,-0.359327367,0.745915019,0.888385142,0.69155383,1.461234687,0.288541456,0.973033235,1.180061745,1.180061745,0.123772157,0.602811796,0.96100674,1.26188068,0.993983224,0.294221038,0.576530304,0.520142168,9.756778942,0.64119414,98.68673263,0.399882246,1.195885335,0.358656961,0.644231154,0.201798387,1.354656955,10.55778344,0.789024282,43.03309013,2.45721558,1.039477439,1.030759411,0.944885376,0.733020278,0.950518122,1.584375989,1.081342118,1.85395807,1.641333012,1.120077715,1.139945309
"A5207",1.24632268,1.12799556,1.107024255,2.727894026,1.077890698,0.712172968,5.215265687,1.474953174,1.731399796,3.166052534,0.777183541,1.047651442,-1.830757721,-0.495427886,0.766848959,0.863827646,0.712265608,1.320453976,0.27920351,0.971265652,1.187008375,1.187008375,0.184433187,0.597762869,0.973427526,1.15137177,0.845060282,0.259979142,0.555858739,0.580479014,9.197772475,0.650883528,109.5778063,0.402246869,1.193382688,0.345216037,0.674570019,0.198423736,1.336546078,8.914686126,0.740448629,42.14943551,2.86812006,1.168575823,1.025390324,0.945133589,0.750931201,0.933864287,1.577916705,1.046377159,1.726317559,1.609217214,1.158225726,1.187426333
"A5232",1.264194533,1.006028652,1.102065634,NA,1.08004315,0.60752671,2.711616093,1.498805042,1.64453181,NA,NA,1.05409734,-1.422164537,-0.566928142,NA,0.916879029,0.750445441,1.392338062,0.237723966,0.95226195,1.232885399,1.232885399,-0.020150948,NA,0.637419924,1.180352821,0.875255129,0.259964924,0.602333456,0.520256237,7.435299309,NA,63.51786896,0.338558067,1.218251038,0.334681942,NA,0.234981087,NA,6.478190074,NA,31.77700901,1.993060043,0.658095344,0.93827943,0.987420192,0.633671235,NA,1.280926524,1.069462871,NA,1.626011536,1.252894769,1.091816844
"A5245",1.425002783,1.117583242,1.156994659,2.704982435,1.084371363,0.592467492,5.39274068,1.47834281,1.816877997,3.021613506,0.778040068,1.04565118,-1.640929125,-0.401696324,0.751925192,0.896342658,0.705397482,1.342595934,0.273243638,0.967614452,1.211614455,1.211614455,0.045307218,0.579946791,0.938295868,1.185791531,0.944932492,0.273300877,0.539207123,0.588640381,9.473344602,0.670859979,131.0839862,0.388745121,1.209987982,0.354802042,0.656906896,0.21529328,1.33887148,10.88803007,0.747783661,45.40941429,2.207505631,1.278235384,1.011895496,0.995099431,0.742849282,0.92787747,1.571300596,1.077562652,1.755821979,1.64720328,1.127002845,1.167683696
"A5264",1.340818507,1.157772318,1.120318171,2.776972607,1.080618435,0.675493272,4.628157566,1.467053518,1.724383542,2.7262007,0.783387773,1.054029607,-1.675187263,-0.423818764,0.778946381,0.889344826,0.702087084,1.365701076,0.276766726,0.972161175,1.204880961,1.204880961,0.167477744,0.592548418,1.000982929,1.176991062,0.912031883,0.278131027,0.568622564,0.548538978,9.41412813,0.675493856,95.79253677,0.401753007,1.19435128,0.358112139,0.659135745,0.19284445,1.300105694,9.369096492,0.759928729,43.4514898,2.663337591,1.020163895,1.027346239,0.94592124,0.679151177,0.942601186,1.481726501,1.074691375,1.763275625,1.642978264,1.123990292,1.162250898
"A5341",1.258282159,1.128834819,1.116939881,2.789904676,1.082953431,0.654625862,5.133673949,1.46342778,1.729639185,3.176360041,0.787313241,1.044123565,-1.778422049,-0.382057267,0.74508987,0.896061156,0.717231649,1.309055958,0.274607595,0.963300259,1.182224873,1.182224873,0.147903918,0.585138564,0.970903062,1.141183363,0.863460745,0.263082297,0.552281147,0.582546929,9.627962161,0.676436998,116.3621249,0.398541873,1.197588261,0.343631706,0.669580873,0.17840191,1.328482388,9.099429301,0.771277944,44.62006696,2.516244351,1.182873347,1.026887604,0.951646864,0.766482321,0.946933806,1.603612741,1.051722055,1.776545423,1.646847263,1.16071685,1.186680055
"A5380",1.207308479,1.094065276,1.158463813,2.4519756,1.08772531,0.671976055,3.631234499,1.3240679,1.621905516,2.621908988,0.782124042,1.043781288,-1.23745479,-0.169522137,0.750013713,0.930705456,0.71542274,1.217782075,0.253403522,0.957241588,1.226151213,1.226151213,0.267149897,0.562073612,0.794813385,1.01776394,0.797417341,0.308398367,0.543196965,0.553616522,8.933240987,0.615103183,76.01822908,0.439812298,1.192229668,0.394446423,0.680055509,0.193693896,1.332931141,9.577408196,0.721236082,40.92371564,2.385060523,0.86675617,1.102835125,0.938704729,0.718604504,0.906465643,1.474764183,1.139585853,1.8116074,1.657743158,1.111998835,1.200694456
"A5381",1.19560094,1.084462022,1.140998353,2.565841791,1.087693309,0.61496379,3.471497251,1.320109511,1.611549158,2.760484794,0.76716394,1.039782823,-1.422441313,-0.196762911,0.752555868,0.907607684,0.735275563,1.224319278,0.260159452,0.959203192,1.207354685,1.207354685,0.199127086,0.563201746,0.800168161,1.015908274,0.788524114,0.312052649,0.545766773,0.544902125,9.371702604,0.623629912,71.7149111,0.440446369,1.190732163,0.371937761,0.678568694,0.184388779,1.358058478,9.154387841,0.739678527,43.4221101,2.202718741,0.786673239,1.116615305,0.921377787,0.73016193,0.890589763,1.574805408,1.108585898,1.82153546,1.641704804,1.17355269,1.206985834
"A5565",1.221397875,1.127443066,1.121652138,2.86196906,1.079280713,0.618842117,5.052950405,1.485717194,1.74210802,2.95934991,0.751327013,1.043747891,-1.543619333,-0.417308991,0.751381682,0.893957907,0.71184172,1.339892506,0.279174915,0.964846677,1.184594643,1.184594643,0.080987483,0.593607309,0.946810534,1.169748285,0.854748296,0.261544988,0.558874907,0.575675138,9.70095298,0.652666012,107.5407376,0.395663496,1.196283761,0.374670344,0.66655372,0.167776912,1.337219195,9.581677624,0.785341121,42.96495437,2.386707237,1.1244087,1.017261686,0.949988424,0.715239752,0.886202222,1.634433498,1.107468734,1.773922234,1.651977427,1.157829645,1.177948125
"A5606",1.649379224,1.147333906,1.149736507,2.92596205,1.075666982,0.584734888,5.293429329,1.395915832,1.698126272,3.100403868,0.772914045,1.052814552,-1.723269529,-0.441375526,0.756460991,0.899841741,0.704652803,1.358463949,0.284027065,0.967801978,1.210998427,1.210998427,0.010098556,0.607440412,1.008360471,1.140782865,0.996782,0.31740416,0.563957005,0.518372656,9.54685989,0.659602743,104.0948688,0.441945846,1.185700898,0.362426706,0.670929716,0.251637566,1.32125356,11.38647354,0.786606006,41.30403858,2.231799722,1.144090283,1.09776097,0.920294199,0.731937939,0.932095478,1.535411304,1.075576033,1.777384397,1.656183457,1.155510317,1.176763277
"A5742",1.631465313,1.121603212,1.144761827,2.86761681,1.078051555,0.624210807,4.659425503,1.487879329,1.797252,3.184594109,0.768114875,1.050159386,-1.443789851,-0.450014248,0.775918922,0.89836167,0.718817703,1.391591958,0.276402413,0.966823866,1.221263245,1.221263245,0.060880051,0.594133063,0.912275657,1.216956036,1.030705375,0.283536815,0.556566421,0.558981673,9.641101817,0.630867877,95.35211279,0.395798706,1.202562466,0.388435753,0.653790777,0.256881846,1.340786997,10.54285338,0.792661742,40.95135722,2.389208012,1.043220418,1.011946667,0.980520446,0.765264976,0.913862438,1.531812664,1.12673714,1.739603312,1.651008576,1.170561026,1.14989158
"A5753",1.482697964,1.115815407,1.136458543,2.91984758,1.081467342,0.479981837,4.82058822,1.437702047,1.743344779,2.865960203,0.783731073,1.044841379,-1.426860286,-0.394172053,0.751400857,0.874916242,0.695699017,1.358996993,0.280149263,0.973407654,1.200763895,1.200763895,-0.079140574,0.586261208,0.921979554,1.165992634,0.961048833,0.295753302,0.557261147,0.546423719,9.904653809,0.644613773,102.4192094,0.407714862,1.199343171,0.384408306,0.656502646,0.217808615,1.354731948,10.35705616,0.790900337,45.14622746,1.791882273,1.048120609,1.054604268,0.949996733,0.697983449,0.946780291,1.6208162,1.135610349,1.789629828,1.627514424,1.113554504,1.169951362
"A5785",1.553919962,1.139516947,1.118968215,3.018972451,1.072291664,0.593771604,5.33999925,1.571440187,1.867190516,3.316560377,0.764361463,1.056121621,-1.802144031,-0.580245933,0.746549552,0.890782421,0.700316984,1.47437133,0.299392221,0.972508493,1.174490346,1.174490346,-0.060186967,0.61761873,1.018285196,1.322370077,1.053285796,0.271115139,0.564800305,0.558663794,9.546787282,0.644365712,100.0711069,0.386406344,1.200971589,0.3541722,0.651044282,0.207048187,1.349162862,11.08647819,0.771869257,42.72081207,2.322395284,1.059288889,1.000784988,0.967389267,0.729829018,0.938610493,1.587239915,1.071978519,1.753081786,1.650292668,1.168490765,1.150408783
"A5805",1.335820627,1.12367382,1.151376677,2.423107304,1.075173894,0.63948156,4.414332693,1.400512686,1.666663607,2.755216995,0.778686564,1.054151433,-1.314689327,-0.274147973,0.759125042,0.895836448,0.726336666,1.322879875,0.273322192,0.966855367,1.21466464,1.21466464,0.186821472,0.594838103,0.851649515,1.11517627,0.889683994,0.29530925,0.566336554,0.534903736,8.367232974,0.582294291,88.28391441,0.431436614,1.185944979,0.415063091,0.673051284,0.196534509,1.332887037,10.64075287,0.673614827,37.90359674,2.415986466,0.992889604,1.07381389,0.923459478,0.69132335,0.929098693,1.452427896,1.159384876,1.84024183,1.643636072,1.18202086,1.178539362
"A5832",1.412880565,1.095127283,1.180977525,2.803316626,1.078439265,0.586448564,4.451783495,1.380463231,1.670784664,2.790738447,0.77746892,1.050302319,-1.326944109,-0.231922422,0.784663052,0.911297207,0.713854865,1.360277019,0.264579082,0.965426532,1.252239405,1.252239405,0.141247547,0.585599149,0.830007687,1.13151364,0.93229092,0.324954302,0.5700189,0.502976773,8.443450302,0.576649241,87.59765634,0.43151555,1.189890513,0.397905242,0.65605571,0.222368697,1.353762639,11.34546412,0.697499225,37.17673188,2.113454752,1.026267637,1.072931466,0.941500798,0.714993253,0.91251607,1.455645165,1.134807104,1.817071758,1.655082917,1.122955183,1.146083764
"A5837",1.581832971,1.130164806,1.14062557,2.704633314,1.074705928,0.647278582,5.431278388,1.551997179,1.81030998,3.091735233,0.756156911,1.04892825,-1.501527718,-0.648770357,0.77109172,0.960666924,0.694283586,1.391691187,0.278360936,0.952846674,1.205260007,1.205260007,0.01121384,0.603911658,0.937497496,1.241890812,1.015075852,0.248682959,0.560825413,0.585056918,8.898467447,0.623752403,112.5378514,0.380640133,1.200336695,0.386896972,0.66029684,0.243671464,1.333234962,10.48210752,0.742169297,39.00114859,2.518477411,1.243985803,0.972086169,0.982476312,0.739865974,0.894150875,1.559181604,1.116537679,1.635140366,1.736737565,1.109662819,1.153801596
"A5887",1.324648802,1.10289375,1.171253368,2.910833795,1.089607411,0.640937372,4.763764879,1.394345134,1.650797249,3.088373077,0.803734327,1.037637162,-1.566665892,-0.447968179,0.760799467,0.915607816,0.734241418,1.308595511,0.260153806,0.957990233,1.228459192,1.228459192,0.098815283,0.565452185,0.904916144,1.100898152,0.867870977,0.296447671,0.566630047,0.534256147,10.60996668,0.679397071,117.4371918,0.410145187,1.195057474,0.354772119,0.656057407,0.214150203,1.332889798,10.57083991,0.866155735,45.07051371,2.318115429,1.185510481,1.052335991,0.940420416,0.7974906,0.956985716,1.603104566,1.074519969,1.66731663,1.649032849,1.170336632,1.163302514
"A5896",1.342462359,1.114191487,1.163755585,2.894919125,1.086392926,0.794648411,4.267220369,1.364987479,1.665378983,3.034285862,0.789403838,1.041064765,-1.475412011,-0.367783043,0.776399866,0.892872362,0.722774371,1.255206518,0.260857025,0.965297961,1.230312338,1.230312338,0.35116748,0.5724793,0.89280369,1.061088629,0.858972322,0.29847198,0.543487349,0.560988484,10.38299367,0.662816836,94.10890897,0.427145163,1.19456335,0.371390251,0.676056825,0.214832762,1.322997606,10.31999149,0.861291497,42.61582557,3.057635179,1.021214533,1.077044029,0.947162658,0.783326349,0.932571933,1.562020402,1.097592155,1.719478267,1.626882797,1.141750524,1.19203027
"A5987",1.236362577,1.095561514,1.219962749,2.447086832,1.094788971,0.707409664,4.042920798,1.411066979,1.688608258,2.765549625,0.797755355,1.04487374,-1.541575935,-0.23106685,0.75337964,0.913916401,0.743583411,1.275505086,0.24689892,0.961158997,1.26266493,1.26266493,0.284261892,0.54928863,0.837425192,1.094221801,0.838129216,0.279657197,0.54865779,0.572090459,9.32273654,0.672805849,100.303145,0.391098363,1.206821823,0.348856687,0.653472755,0.209019987,1.319003965,11.98080897,0.7422444,44.40822616,2.454713933,1.048554116,1.01148276,0.988017699,0.772173276,0.92706979,1.42584536,1.061005293,1.731053652,1.632399785,1.152029748,1.156912349
"A6005",1.147501037,1.027266018,1.169098521,2.50891541,1.088299276,0.774763862,4.022009869,1.386480792,1.65581419,2.641964858,0.787534587,1.032228601,-1.399601802,-0.252314187,0.775713289,0.91770742,0.773340332,1.24908716,0.247862711,0.951601232,1.239052117,1.239052117,0.367595222,0.556695047,0.729959492,1.06317425,0.779899536,0.280490733,0.549159545,0.570337119,9.458608833,0.58390972,93.39723547,0.405473868,1.199364653,0.371498329,0.66592131,0.19288028,1.41199271,9.460982377,0.76960489,39.32811281,2.746547624,1.025412669,1.031741297,0.968245745,0.737420822,0.909536659,1.59842059,1.093852994,1.722187601,1.631281303,1.236431134,1.172031997
"A6008",1.276306706,1.079826178,1.140879304,2.715496892,1.087253524,0.73283097,4.274186848,1.443697097,1.767146911,2.699723689,0.78975794,1.041348271,-1.555239411,-0.315227361,0.758561563,0.929033931,0.742684942,1.311485217,0.262241805,0.956338731,1.206524395,1.206524395,0.275878934,0.568309571,0.846872934,1.144690267,0.867613773,0.278832254,0.540852563,0.5816716,9.821256699,0.644166564,96.01557864,0.392979501,1.208499668,0.357797869,0.657178657,0.203792163,1.365547819,9.261991185,0.789799643,43.48718739,2.71863032,1.009634259,1.016479983,0.993534404,0.713582196,0.933152162,1.560831735,1.079395511,1.752268678,1.6629312,1.199560758,1.164741433
"A6020",1.490863052,1.092011049,1.153568985,2.8129079,1.075599141,0.652208435,3.695840238,1.362887134,1.643398608,2.892496767,0.785130926,1.060224829,-1.687341756,-0.17469389,0.753454796,0.900339269,0.715302989,1.350503459,0.274767484,0.968916848,1.209899005,1.209899005,0.259535337,0.594686944,0.857751805,1.109844342,0.946379859,0.325652797,0.572681825,0.497242252,9.451490122,0.588156275,72.78621637,0.448888957,1.182943915,0.356830904,0.665341019,0.224361884,1.375179787,10.90943971,0.77719527,38.57245374,2.486972217,0.830288683,1.110766554,0.909579173,0.71441811,0.943926455,1.379950799,1.06950766,1.919419929,1.650499657,1.154653805,1.167174404
"A6042",1.194432211,1.079126139,1.149469105,2.60723199,1.082647042,0.641710998,4.435300883,1.523567553,1.804807463,2.78230345,0.78567983,1.057667842,-1.258478419,-0.075491364,0.751685131,0.879689148,0.718841372,1.327172523,0.267332514,0.974091588,1.207434433,1.207434433,0.30546192,0.575880302,0.805309189,1.18565181,0.843550072,0.243285567,0.543043691,0.610775953,9.278790608,0.604815724,98.39605007,0.370895157,1.210325613,0.403179987,0.658011604,0.176091189,1.375963915,10.07229099,0.735986393,41.84980705,2.395068188,1.027784816,0.970565181,1.001528407,0.714449282,0.934262838,1.38729412,1.160295724,1.944785675,1.614930237,1.14912926,1.165787248
